603e-9,2712e-9,1808e-9,3013e-9,1807e-9,3615e-9,13557e-9,9038e-9,57843e-9,56336e-9,904e-9,482e-8
603e-9,2109e-9,2109e-9,2712e-9,2711e-9,13256e-9,15967e-9,20185e-9,44889e-9,31934e-9,1205e-9,482e-8
1205e-9,3013e-9,3012e-9,3314e-9,5724e-9,40971e-9,38261e-9,56939e-9,63868e-9,71701e-9,1808e-9,7531e-9
3917e-9,3916e-9,4519e-9,4519e-9,15364e-9,148825e-9,121711e-9,270234e-9,264811e-9,288009e-9,3616e-9,9942e-9
21088e-9,13557e-9,34043e-9,14762e-9,11418e-8,0.001893144,997185e-9,0.002404089,954706e-9,0.001120401,84655e-9,68085e-9
95199e-9,7622e-8,211487e-9,50311e-9,405502e-9,0.005934604,0.010554492,0.007249623,0.002117887,0.001848256,186784e-9,240409e-9
371459e-9,274753e-9,489554e-9,173528e-9,0.001586457,0.028638783,0.101856239,0.033006814,0.006018958,0.005711067,526911e-9,907709e-9
821547e-9,608253e-9,0.001939841,353684e-9,0.00356727,0.050164415,0.161990091,0.058990252,0.011795701,0.01260339,890538e-9,0.002001901
0.002320036,0.001823553,0.005751737,0.001073103,0.011210043,0.173883402,0.350687259,0.15065653,0.018485876,0.026090087,0.002139278,0.007700013
0.004950977,0.004590665,0.013431565,0.002564662,0.024302084,0.324015129,0.824193026,0.374901374,0.031973477,0.049417581,0.007575893,0.017175076
0.009347628,0.009057209,0.024567798,0.00454427,0.041719375,0.746490346,1.46876688,0.636280351,0.05351116,0.145613668,0.010765075,0.041821504
0.039659933,0.117992857,0.21765047,0.019002845,0.316955302,3.424458139,6.628834604,3.937223458,0.36618851,0.590165228,0.041674186,0.263000682
0.089399867,0.16394379,0.451567403,0.052413052,0.59195775,10.730978852,21.406373546,11.950611341,0.823382323,1.584431266,0.136425108,0.466875242
0.160190038,0.235442534,0.887821844,0.084278374,0.881680573,23.764737923,42.965793552,26.310267839,1.625722846,3.213645463,0.250460558,0.650062286
